oid,valuesetname,expansionversion,code,descriptor,codesystemname,codesystemversion,codesystemoid,purpose
2.16.840.1.113883.3.464.1003.110.12.1082,Advanced Illness,eCQM Update 2022-05-05,285612000,Metastasis to rectum of unknown primary (disorder),SNOMEDCT,2021-09,2.16.840.1.113883.6.96,"(Clinical Focus: The purpose of this value set is to represent concepts for a diagnosis of  advanced illnesses.),(Data Element Scope: This value set may use a model element related to Diagnosis.),(Inclusion Criteria: Includes concepts that represent a diagnosis of advanced illness when combined with older age and indications of frailty. Codes cover a wide range of conditions: heart failure, end stage renal disease, liver disease, emphysema, dementia and neurodegenerative disorders, metastatic and sever cancers, respiratory failure, and pulmonary fibrosis.),(Exclusion Criteria: Exclude concepts that indicate pregnancy, fetal, juvenile, childhood or neonatal conditions, concepts that indicate acute, temporary, or procedure-related conditions.)"
2.16.840.1.113883.3.464.1003.110.12.1082,Advanced Illness,eCQM Update 2022-05-05,285613005,Metastasis to liver of unknown primary (disorder),SNOMEDCT,2021-09,2.16.840.1.113883.6.96,"(Clinical Focus: The purpose of this value set is to represent concepts for a diagnosis of  advanced illnesses.),(Data Element Scope: This value set may use a model element related to Diagnosis.),(Inclusion Criteria: Includes concepts that represent a diagnosis of advanced illness when combined with older age and indications of frailty. Codes cover a wide range of conditions: heart failure, end stage renal disease, liver disease, emphysema, dementia and neurodegenerative disorders, metastatic and sever cancers, respiratory failure, and pulmonary fibrosis.),(Exclusion Criteria: Exclude concepts that indicate pregnancy, fetal, juvenile, childhood or neonatal conditions, concepts that indicate acute, temporary, or procedure-related conditions.)"
2.16.840.1.113883.3.464.1003.110.12.1082,Advanced Illness,eCQM Update 2022-05-05,285614004,Metastasis to pancreas of unknown primary (disorder),SNOMEDCT,2021-09,2.16.840.1.113883.6.96,"(Clinical Focus: The purpose of this value set is to represent concepts for a diagnosis of  advanced illnesses.),(Data Element Scope: This value set may use a model element related to Diagnosis.),(Inclusion Criteria: Includes concepts that represent a diagnosis of advanced illness when combined with older age and indications of frailty. Codes cover a wide range of conditions: heart failure, end stage renal disease, liver disease, emphysema, dementia and neurodegenerative disorders, metastatic and sever cancers, respiratory failure, and pulmonary fibrosis.),(Exclusion Criteria: Exclude concepts that indicate pregnancy, fetal, juvenile, childhood or neonatal conditions, concepts that indicate acute, temporary, or procedure-related conditions.)"
2.16.840.1.113883.3.464.1003.110.12.1082,Advanced Illness,eCQM Update 2022-05-05,285615003,Metastasis to spleen of unknown primary (disorder),SNOMEDCT,2021-09,2.16.840.1.113883.6.96,"(Clinical Focus: The purpose of this value set is to represent concepts for a diagnosis of  advanced illnesses.),(Data Element Scope: This value set may use a model element related to Diagnosis.),(Inclusion Criteria: Includes concepts that represent a diagnosis of advanced illness when combined with older age and indications of frailty. Codes cover a wide range of conditions: heart failure, end stage renal disease, liver disease, emphysema, dementia and neurodegenerative disorders, metastatic and sever cancers, respiratory failure, and pulmonary fibrosis.),(Exclusion Criteria: Exclude concepts that indicate pregnancy, fetal, juvenile, childhood or neonatal conditions, concepts that indicate acute, temporary, or procedure-related conditions.)"
2.16.840.1.113883.3.464.1003.110.12.1082,Advanced Illness,eCQM Update 2022-05-05,285616002,Metastasis to peritoneum of unknown primary (disorder),SNOMEDCT,2021-09,2.16.840.1.113883.6.96,"(Clinical Focus: The purpose of this value set is to represent concepts for a diagnosis of  advanced illnesses.),(Data Element Scope: This value set may use a model element related to Diagnosis.),(Inclusion Criteria: Includes concepts that represent a diagnosis of advanced illness when combined with older age and indications of frailty. Codes cover a wide range of conditions: heart failure, end stage renal disease, liver disease, emphysema, dementia and neurodegenerative disorders, metastatic and sever cancers, respiratory failure, and pulmonary fibrosis.),(Exclusion Criteria: Exclude concepts that indicate pregnancy, fetal, juvenile, childhood or neonatal conditions, concepts that indicate acute, temporary, or procedure-related conditions.)"
2.16.840.1.113883.3.464.1003.110.12.1082,Advanced Illness,eCQM Update 2022-05-05,285617006,Metastasis to retroperitoneum of unknown primary (disorder),SNOMEDCT,2021-09,2.16.840.1.113883.6.96,"(Clinical Focus: The purpose of this value set is to represent concepts for a diagnosis of  advanced illnesses.),(Data Element Scope: This value set may use a model element related to Diagnosis.),(Inclusion Criteria: Includes concepts that represent a diagnosis of advanced illness when combined with older age and indications of frailty. Codes cover a wide range of conditions: heart failure, end stage renal disease, liver disease, emphysema, dementia and neurodegenerative disorders, metastatic and sever cancers, respiratory failure, and pulmonary fibrosis.),(Exclusion Criteria: Exclude concepts that indicate pregnancy, fetal, juvenile, childhood or neonatal conditions, concepts that indicate acute, temporary, or procedure-related conditions.)"
2.16.840.1.113883.3.464.1003.110.12.1082,Advanced Illness,eCQM Update 2022-05-05,285618001,Metastasis to bone of unknown primary (disorder),SNOMEDCT,2021-09,2.16.840.1.113883.6.96,"(Clinical Focus: The purpose of this value set is to represent concepts for a diagnosis of  advanced illnesses.),(Data Element Scope: This value set may use a model element related to Diagnosis.),(Inclusion Criteria: Includes concepts that represent a diagnosis of advanced illness when combined with older age and indications of frailty. Codes cover a wide range of conditions: heart failure, end stage renal disease, liver disease, emphysema, dementia and neurodegenerative disorders, metastatic and sever cancers, respiratory failure, and pulmonary fibrosis.),(Exclusion Criteria: Exclude concepts that indicate pregnancy, fetal, juvenile, childhood or neonatal conditions, concepts that indicate acute, temporary, or procedure-related conditions.)"
2.16.840.1.113883.3.464.1003.110.12.1082,Advanced Illness,eCQM Update 2022-05-05,285619009,Metastasis to vertebral column of unknown primary (disorder),SNOMEDCT,2021-09,2.16.840.1.113883.6.96,"(Clinical Focus: The purpose of this value set is to represent concepts for a diagnosis of  advanced illnesses.),(Data Element Scope: This value set may use a model element related to Diagnosis.),(Inclusion Criteria: Includes concepts that represent a diagnosis of advanced illness when combined with older age and indications of frailty. Codes cover a wide range of conditions: heart failure, end stage renal disease, liver disease, emphysema, dementia and neurodegenerative disorders, metastatic and sever cancers, respiratory failure, and pulmonary fibrosis.),(Exclusion Criteria: Exclude concepts that indicate pregnancy, fetal, juvenile, childhood or neonatal conditions, concepts that indicate acute, temporary, or procedure-related conditions.)"
2.16.840.1.113883.3.464.1003.110.12.1082,Advanced Illness,eCQM Update 2022-05-05,285631006,Metastasis to skin of unknown primary (disorder),SNOMEDCT,2021-09,2.16.840.1.113883.6.96,"(Clinical Focus: The purpose of this value set is to represent concepts for a diagnosis of  advanced illnesses.),(Data Element Scope: This value set may use a model element related to Diagnosis.),(Inclusion Criteria: Includes concepts that represent a diagnosis of advanced illness when combined with older age and indications of frailty. Codes cover a wide range of conditions: heart failure, end stage renal disease, liver disease, emphysema, dementia and neurodegenerative disorders, metastatic and sever cancers, respiratory failure, and pulmonary fibrosis.),(Exclusion Criteria: Exclude concepts that indicate pregnancy, fetal, juvenile, childhood or neonatal conditions, concepts that indicate acute, temporary, or procedure-related conditions.)"
2.16.840.1.113883.3.464.1003.110.12.1082,Advanced Illness,eCQM Update 2022-05-05,285633009,Metastasis to soft tissue of unknown primary (disorder),SNOMEDCT,2021-09,2.16.840.1.113883.6.96,"(Clinical Focus: The purpose of this value set is to represent concepts for a diagnosis of  advanced illnesses.),(Data Element Scope: This value set may use a model element related to Diagnosis.),(Inclusion Criteria: Includes concepts that represent a diagnosis of advanced illness when combined with older age and indications of frailty. Codes cover a wide range of conditions: heart failure, end stage renal disease, liver disease, emphysema, dementia and neurodegenerative disorders, metastatic and sever cancers, respiratory failure, and pulmonary fibrosis.),(Exclusion Criteria: Exclude concepts that indicate pregnancy, fetal, juvenile, childhood or neonatal conditions, concepts that indicate acute, temporary, or procedure-related conditions.)"
2.16.840.1.113883.3.464.1003.110.12.1082,Advanced Illness,eCQM Update 2022-05-05,285634003,Metastasis to breast of unknown primary (disorder),SNOMEDCT,2021-09,2.16.840.1.113883.6.96,"(Clinical Focus: The purpose of this value set is to represent concepts for a diagnosis of  advanced illnesses.),(Data Element Scope: This value set may use a model element related to Diagnosis.),(Inclusion Criteria: Includes concepts that represent a diagnosis of advanced illness when combined with older age and indications of frailty. Codes cover a wide range of conditions: heart failure, end stage renal disease, liver disease, emphysema, dementia and neurodegenerative disorders, metastatic and sever cancers, respiratory failure, and pulmonary fibrosis.),(Exclusion Criteria: Exclude concepts that indicate pregnancy, fetal, juvenile, childhood or neonatal conditions, concepts that indicate acute, temporary, or procedure-related conditions.)"
2.16.840.1.113883.3.464.1003.110.12.1082,Advanced Illness,eCQM Update 2022-05-05,285635002,Metastasis to uterus of unknown primary (disorder),SNOMEDCT,2021-09,2.16.840.1.113883.6.96,"(Clinical Focus: The purpose of this value set is to represent concepts for a diagnosis of  advanced illnesses.),(Data Element Scope: This value set may use a model element related to Diagnosis.),(Inclusion Criteria: Includes concepts that represent a diagnosis of advanced illness when combined with older age and indications of frailty. Codes cover a wide range of conditions: heart failure, end stage renal disease, liver disease, emphysema, dementia and neurodegenerative disorders, metastatic and sever cancers, respiratory failure, and pulmonary fibrosis.),(Exclusion Criteria: Exclude concepts that indicate pregnancy, fetal, juvenile, childhood or neonatal conditions, concepts that indicate acute, temporary, or procedure-related conditions.)"
