value_set_member_id,concept_id,status,last_update_date,last_update_note,code,code_description,coding_system_id,coding_system_version,include_descendants,comment
1074,20,active,2024-03-18,,I825Z,Chronic embolism and thrombosis of unspecified deep veins of distal lower extremity,2,2024,false,
1075,20,active,2024-03-18,,I825Z1,Chronic embolism and thrombosis of unspecified deep veins of right distal lower extremity,2,2024,false,
1076,20,active,2024-03-18,,I825Z2,Chronic embolism and thrombosis of unspecified deep veins of left distal lower extremity,2,2024,false,
1077,20,active,2024-03-18,,I825Z3,"Chronic embolism and thrombosis of unspecified deep veins of distal lower extremity, bilateral",2,2024,false,
1078,20,active,2024-03-18,,I825Z9,Chronic embolism and thrombosis of unspecified deep veins of unspecified distal lower extremity,2,2024,false,
1079,20,active,2024-03-18,,I8262,Acute embolism and thrombosis of deep veins of upper extremity,2,2024,false,
1080,20,active,2024-03-18,,I82621,Acute embolism and thrombosis of deep veins of right upper extremity,2,2024,false,
1081,20,active,2024-03-18,,I82622,Acute embolism and thrombosis of deep veins of left upper extremity,2,2024,false,
1082,20,active,2024-03-18,,I82623,"Acute embolism and thrombosis of deep veins of upper extremity, bilateral",2,2024,false,
1083,20,active,2024-03-18,,I82629,Acute embolism and thrombosis of deep veins of unspecified upper extremity,2,2024,false,
1084,20,active,2024-03-18,,I8272,Chronic embolism and thrombosis of deep veins of upper extremity,2,2024,false,
1085,20,active,2024-03-18,,I82721,Chronic embolism and thrombosis of deep veins of right upper extremity,2,2024,false,
1086,20,active,2024-03-18,,I82722,Chronic embolism and thrombosis of deep veins of left upper extremity,2,2024,false,
1087,20,active,2024-03-18,,I82723,"Chronic embolism and thrombosis of deep veins of upper extremity, bilateral",2,2024,false,
1088,20,active,2024-03-18,,I82729,Chronic embolism and thrombosis of deep veins of unspecified upper extremity,2,2024,false,
1089,20,active,2024-03-18,,I82A,Embolism and thrombosis of axillary vein,2,2024,false,
1090,20,active,2024-03-18,,I82A1,Acute embolism and thrombosis of axillary vein,2,2024,false,
1091,20,active,2024-03-18,,I82A11,Acute embolism and thrombosis of right axillary vein,2,2024,false,
1092,20,active,2024-03-18,,I82A12,Acute embolism and thrombosis of left axillary vein,2,2024,false,
1093,20,active,2024-03-18,,I82A13,"Acute embolism and thrombosis of axillary vein, bilateral",2,2024,false,
1094,20,active,2024-03-18,,I82A19,Acute embolism and thrombosis of unspecified axillary vein,2,2024,false,
1095,20,active,2024-03-18,,I82A2,Chronic embolism and thrombosis of axillary vein,2,2024,false,
1096,20,active,2024-03-18,,I82A21,Chronic embolism and thrombosis of right axillary vein,2,2024,false,
1097,20,active,2024-03-18,,I82A22,Chronic embolism and thrombosis of left axillary vein,2,2024,false,
1098,20,active,2024-03-18,,I82A23,"Chronic embolism and thrombosis of axillary vein, bilateral",2,2024,false,
1099,20,active,2024-03-18,,I82A29,Chronic embolism and thrombosis of unspecified axillary vein,2,2024,false,
1100,20,active,2024-03-18,,I82B,Embolism and thrombosis of subclavian vein,2,2024,false,
1101,20,active,2024-03-18,,I82B1,Acute embolism and thrombosis of subclavian vein,2,2024,false,
1102,20,active,2024-03-18,,I82B11,Acute embolism and thrombosis of right subclavian vein,2,2024,false,
1103,20,active,2024-03-18,,I82B12,Acute embolism and thrombosis of left subclavian vein,2,2024,false,
1104,20,active,2024-03-18,,I82B13,"Acute embolism and thrombosis of subclavian vein, bilateral",2,2024,false,
1105,20,active,2024-03-18,,I82B19,Acute embolism and thrombosis of unspecified subclavian vein,2,2024,false,
1106,20,active,2024-03-18,,I82B2,Chronic embolism and thrombosis of subclavian vein,2,2024,false,
1107,20,active,2024-03-18,,I82B21,Chronic embolism and thrombosis of right subclavian vein,2,2024,false,
1108,20,active,2024-03-18,,I82B22,Chronic embolism and thrombosis of left subclavian vein,2,2024,false,
1109,20,active,2024-03-18,,I82B23,"Chronic embolism and thrombosis of subclavian vein, bilateral",2,2024,false,
1110,20,active,2024-03-18,,I82B29,Chronic embolism and thrombosis of unspecified subclavian vein,2,2024,false,
1111,20,active,2024-03-18,,I82C,Embolism and thrombosis of internal jugular vein,2,2024,false,
1112,20,active,2024-03-18,,I82C1,Acute embolism and thrombosis of internal jugular vein,2,2024,false,
1113,20,active,2024-03-18,,I82C11,Acute embolism and thrombosis of right internal jugular vein,2,2024,false,
1114,20,active,2024-03-18,,I82C12,Acute embolism and thrombosis of left internal jugular vein,2,2024,false,
1115,20,active,2024-03-18,,I82C13,"Acute embolism and thrombosis of internal jugular vein, bilateral",2,2024,false,
1116,20,active,2024-03-18,,I82C19,Acute embolism and thrombosis of unspecified internal jugular vein,2,2024,false,
1117,20,active,2024-03-18,,I82C2,Chronic embolism and thrombosis of internal jugular vein,2,2024,false,
1118,20,active,2024-03-18,,I82C21,Chronic embolism and thrombosis of right internal jugular vein,2,2024,false,
1119,20,active,2024-03-18,,I82C22,Chronic embolism and thrombosis of left internal jugular vein,2,2024,false,
1120,20,active,2024-03-18,,I82C23,"Chronic embolism and thrombosis of internal jugular vein, bilateral",2,2024,false,
1121,20,active,2024-03-18,,I82C29,Chronic embolism and thrombosis of unspecified internal jugular vein,2,2024,false,
1122,21,active,2024-03-18,,I26,Pulmonary embolism,2,2024,false,
1123,21,active,2024-03-18,,I260,Pulmonary embolism with acute cor pulmonale,2,2024,false,
1124,21,active,2024-03-18,,I2601,Septic pulmonary embolism with acute cor pulmonale,2,2024,false,
1125,21,active,2024-03-18,,I2602,Saddle embolus of pulmonary artery with acute cor pulmonale,2,2024,false,
1126,21,active,2024-03-18,,I2609,Other pulmonary embolism with acute cor pulmonale,2,2024,false,
1127,21,active,2024-03-18,,I269,Pulmonary embolism without acute cor pulmonale,2,2024,false,
1128,21,active,2024-03-18,,I2690,Septic pulmonary embolism without acute cor pulmonale,2,2024,false,
1129,21,active,2024-03-18,,I2692,Saddle embolus of pulmonary artery without acute cor pulmonale,2,2024,false,
1130,21,active,2024-03-18,,I2693,Single subsegmental pulmonary embolism without acute cor pulmonale,2,2024,false,
1131,21,active,2024-03-18,,I2694,Multiple subsegmental pulmonary emboli without acute cor pulmonale,2,2024,false,
1132,21,active,2024-03-18,,I2699,Other pulmonary embolism without acute cor pulmonale,2,2024,false,
1133,21,active,2024-03-18,,I2724,Chronic thromboembolic pulmonary hypertension,2,2024,false,
1134,21,active,2024-03-18,,I2782,Chronic pulmonary embolism,2,2024,false,
1135,21,active,2024-03-18,,Z86711,Personal history of pulmonary embolism,2,2024,false,
1136,22,active,2024-03-21,,M84359,"Stress fracture, hip, unspecified",2,2024,false,
1137,22,active,2024-03-21,,M84359A,"Stress fracture, hip, unspecified, initial encounter for fracture",2,2024,false,
1138,22,active,2024-03-21,,M84359D,"Stress fracture, hip, unspecified, subsequent encounter for fracture with routine healing",2,2024,false,
1139,22,active,2024-03-21,,M84359G,"Stress fracture, hip, unspecified, subsequent encounter for fracture with delayed healing",2,2024,false,
1140,22,active,2024-03-21,,M84359K,"Stress fracture, hip, unspecified, subsequent encounter for fracture with nonunion",2,2024,false,
1141,22,active,2024-03-21,,M84359P,"Stress fracture, hip, unspecified, subsequent encounter for fracture with malunion",2,2024,false,
1142,22,active,2024-03-21,,M84359S,"Stress fracture, hip, unspecified, sequela",2,2024,false,
1143,22,active,2024-03-21,,M84459,"Pathological fracture, hip, unspecified",2,2024,false,
1144,22,active,2024-03-21,,M84459A,"Pathological fracture, hip, unspecified, initial encounter for fracture",2,2024,false,
1145,22,active,2024-03-21,,M84459D,"Pathological fracture, hip, unspecified, subsequent encounter for fracture with routine healing",2,2024,false,
1146,22,active,2024-03-21,,M84459G,"Pathological fracture, hip, unspecified, subsequent encounter for fracture with delayed healing",2,2024,false,
1147,22,active,2024-03-21,,M84459K,"Pathological fracture, hip, unspecified, subsequent encounter for fracture with nonunion",2,2024,false,
1148,22,active,2024-03-21,,M84459P,"Pathological fracture, hip, unspecified, subsequent encounter for fracture with malunion",2,2024,false,
1149,22,active,2024-03-21,,M84459S,"Pathological fracture, hip, unspecified, sequela",2,2024,false,
1150,22,active,2024-03-21,,M84559,"Pathological fracture in neoplastic disease, hip, unspecified",2,2024,false,
1151,22,active,2024-03-21,,M84559A,"Pathological fracture in neoplastic disease, hip, unspecified, initial encounter for fracture",2,2024,false,
1152,22,active,2024-03-21,,M84559D,"Pathological fracture in neoplastic disease, hip, unspecified, subsequent encounter for fracture with routine healing",2,2024,false,
1153,22,active,2024-03-21,,M84559G,"Pathological fracture in neoplastic disease, hip, unspecified, subsequent encounter for fracture with delayed healing",2,2024,false,
1154,22,active,2024-03-21,,M84559K,"Pathological fracture in neoplastic disease, hip, unspecified, subsequent encounter for fracture with nonunion",2,2024,false,
1155,22,active,2024-03-21,,M84559P,"Pathological fracture in neoplastic disease, hip, unspecified, subsequent encounter for fracture with malunion",2,2024,false,
1156,22,active,2024-03-21,,M84559S,"Pathological fracture in neoplastic disease, hip, unspecified, sequela",2,2024,false,
1157,22,active,2024-03-21,,M84659,"Pathological fracture in other disease, hip, unspecified",2,2024,false,
1158,22,active,2024-03-21,,M84659A,"Pathological fracture in other disease, hip, unspecified, initial encounter for fracture",2,2024,false,
1159,22,active,2024-03-21,,M84659D,"Pathological fracture in other disease, hip, unspecified, subsequent encounter for fracture with routine healing",2,2024,false,
1160,22,active,2024-03-21,,M84659G,"Pathological fracture in other disease, hip, unspecified, subsequent encounter for fracture with delayed healing",2,2024,false,
1161,22,active,2024-03-21,,M84659K,"Pathological fracture in other disease, hip, unspecified, subsequent encounter for fracture with nonunion",2,2024,false,
1162,22,active,2024-03-21,,M84659P,"Pathological fracture in other disease, hip, unspecified, subsequent encounter for fracture with malunion",2,2024,false,
1163,22,active,2024-03-21,,M84659S,"Pathological fracture in other disease, hip, unspecified, sequela",2,2024,false,
1164,22,active,2024-03-21,,M970,Periprosthetic fracture around internal prosthetic hip joint,2,2024,false,
1165,22,active,2024-03-21,,M9701,Periprosthetic fracture around internal prosthetic right hip joint,2,2024,false,
1166,22,active,2024-03-21,,M9701XA,"Periprosthetic fracture around internal prosthetic right hip joint, initial encounter",2,2024,false,
1167,22,active,2024-03-21,,M9701XD,"Periprosthetic fracture around internal prosthetic right hip joint, subsequent encounter",2,2024,false,
1168,22,active,2024-03-21,,M9701XS,"Periprosthetic fracture around internal prosthetic right hip joint, sequela",2,2024,false,
1169,22,active,2024-03-21,,M9702,Periprosthetic fracture around internal prosthetic left hip joint,2,2024,false,
1170,22,active,2024-03-21,,M9702XA,"Periprosthetic fracture around internal prosthetic left hip joint, initial encounter",2,2024,false,
1171,22,active,2024-03-21,,M9702XD,"Periprosthetic fracture around internal prosthetic left hip joint, subsequent encounter",2,2024,false,
1172,22,active,2024-03-21,,M9702XS,"Periprosthetic fracture around internal prosthetic left hip joint, sequela",2,2024,false,
1173,22,active,2024-03-21,,S720,Fracture of head and neck of femur,2,2024,false,
1174,22,active,2024-03-21,,S7200,Fracture of unspecified part of neck of femur,2,2024,false,
1175,22,active,2024-03-21,,S72001,Fracture of unspecified part of neck of right femur,2,2024,false,
1176,22,active,2024-03-21,,S72001A,"Fracture of unspecified part of neck of right femur, initial encounter for closed fracture",2,2024,false,
1177,22,active,2024-03-21,,S72001B,"Fracture of unspecified part of neck of right femur, initial encounter for open fracture type I or II",2,2024,false,
