condition_family,condition,icd_10_cm_code,icd_10_cm_description,condition_column_name
Cancer,Colorectal Cancer,Z85030,Personal history of malignant carcinoid tumor of large intestine,COLORECTAL_CANCER
Cancer,Colorectal Cancer,Z85038,Personal history of other malignant neoplasm of large intestine,COLORECTAL_CANCER
Cancer,Colorectal Cancer,Z85040,Personal history of malignant carcinoid tumor of rectum,COLORECTAL_CANCER
Cancer,Colorectal Cancer,Z85048,"Personal history of other malignant neoplasm of rectum, rectosigmoid junction, and anus",COLORECTAL_CANCER
Cancer,Lung Cancer,C3400,Malignant neoplasm of unspecified main bronchus,LUNG_CANCER
Cancer,Lung Cancer,C3401,Malignant neoplasm of right main bronchus,LUNG_CANCER
Cancer,Lung Cancer,C3402,Malignant neoplasm of left main bronchus,LUNG_CANCER
Cancer,Lung Cancer,C3410,"Malignant neoplasm of upper lobe, unspecified bronchus or lung",LUNG_CANCER
Cancer,Lung Cancer,C3411,"Malignant neoplasm of upper lobe, right bronchus or lung",LUNG_CANCER
Cancer,Lung Cancer,C3412,"Malignant neoplasm of upper lobe, left bronchus or lung",LUNG_CANCER
Cancer,Lung Cancer,C342,"Malignant neoplasm of middle lobe, bronchus or lung",LUNG_CANCER
Cancer,Lung Cancer,C3430,"Malignant neoplasm of lower lobe, unspecified bronchus or lung",LUNG_CANCER
Cancer,Lung Cancer,C3431,"Malignant neoplasm of lower lobe, right bronchus or lung",LUNG_CANCER
Cancer,Lung Cancer,C3432,"Malignant neoplasm of lower lobe, left bronchus or lung",LUNG_CANCER
Cancer,Lung Cancer,C3480,Malignant neoplasm of overlapping sites of unspecified bronchus and lung,LUNG_CANCER
Cancer,Lung Cancer,C3481,Malignant neoplasm of overlapping sites of right bronchus and lung,LUNG_CANCER
Cancer,Lung Cancer,C3482,Malignant neoplasm of overlapping sites of left bronchus and lung,LUNG_CANCER
Cancer,Lung Cancer,C3490,Malignant neoplasm of unspecified part of unspecified bronchus or lung,LUNG_CANCER
Cancer,Lung Cancer,C3491,Malignant neoplasm of unspecified part of right bronchus or lung,LUNG_CANCER
Cancer,Lung Cancer,C3492,Malignant neoplasm of unspecified part of left bronchus or lung,LUNG_CANCER
Cancer,Lung Cancer,D0220,Carcinoma in situ of unspecified bronchus and lung,LUNG_CANCER
Cancer,Lung Cancer,D0221,Carcinoma in situ of right bronchus and lung,LUNG_CANCER
Cancer,Lung Cancer,D0222,Carcinoma in situ of left bronchus and lung,LUNG_CANCER
Cancer,Lung Cancer,Z85110,Personal history of malignant carcinoid tumor of bronchus and lung,LUNG_CANCER
Cancer,Lung Cancer,Z85118,Personal history of other malignant neoplasm of bronchus and lung,LUNG_CANCER
Cardiovascular Disease,Acute Myocardial Infarction,I2101,ST elevation (STEMI) myocardial infarction involving left main coronary artery,ACUTE_MYOCARDIAL_INFARCTION
Cardiovascular Disease,Acute Myocardial Infarction,I2102,ST elevation (STEMI) myocardial infarction involving left anterior descending coronary artery,ACUTE_MYOCARDIAL_INFARCTION
Cardiovascular Disease,Acute Myocardial Infarction,I2109,ST elevation (STEMI) myocardial infarction involving other coronary artery of anterior wall,ACUTE_MYOCARDIAL_INFARCTION
Cardiovascular Disease,Acute Myocardial Infarction,I2111,ST elevation (STEMI) myocardial infarction involving right coronary artery,ACUTE_MYOCARDIAL_INFARCTION
Cardiovascular Disease,Acute Myocardial Infarction,I2119,ST elevation (STEMI) myocardial infarction involving other coronary artery of inferior wall,ACUTE_MYOCARDIAL_INFARCTION
Cardiovascular Disease,Acute Myocardial Infarction,I2121,ST elevation (STEMI) myocardial infarction involving left circumflex coronary artery,ACUTE_MYOCARDIAL_INFARCTION
Cardiovascular Disease,Acute Myocardial Infarction,I2129,ST elevation (STEMI) myocardial infarction involving other sites,ACUTE_MYOCARDIAL_INFARCTION
Cardiovascular Disease,Acute Myocardial Infarction,I213,ST elevation (STEMI) myocardial infarction of unspecified site,ACUTE_MYOCARDIAL_INFARCTION
Cardiovascular Disease,Acute Myocardial Infarction,I214,Non-ST elevation (NSTEMI) myocardial infarction,ACUTE_MYOCARDIAL_INFARCTION
Cardiovascular Disease,Acute Myocardial Infarction,I219,"Acute myocardial infarction, unspecified",ACUTE_MYOCARDIAL_INFARCTION
Cardiovascular Disease,Acute Myocardial Infarction,I21A1,Myocardial infarction type 2,ACUTE_MYOCARDIAL_INFARCTION
Cardiovascular Disease,Acute Myocardial Infarction,I21A9,Other myocardial infarction type,ACUTE_MYOCARDIAL_INFARCTION
Cardiovascular Disease,Acute Myocardial Infarction,I220,Subsequent ST elevation (STEMI) myocardial infarction of anterior wall,ACUTE_MYOCARDIAL_INFARCTION
Cardiovascular Disease,Acute Myocardial Infarction,I221,Subsequent ST elevation (STEMI) myocardial infarction of inferior wall,ACUTE_MYOCARDIAL_INFARCTION
Cardiovascular Disease,Acute Myocardial Infarction,I222,Subsequent non-ST elevation (NSTEMI) myocardial infarction,ACUTE_MYOCARDIAL_INFARCTION
Cardiovascular Disease,Acute Myocardial Infarction,I228,Subsequent ST elevation (STEMI) myocardial infarction of other sites,ACUTE_MYOCARDIAL_INFARCTION
Cardiovascular Disease,Acute Myocardial Infarction,I229,Subsequent ST elevation (STEMI) myocardial infarction of unspecified site,ACUTE_MYOCARDIAL_INFARCTION
Cardiovascular Disease,Acute Myocardial Infarction,I230,Hemopericardium as current complication following acute myocardial infarction,ACUTE_MYOCARDIAL_INFARCTION
Cardiovascular Disease,Acute Myocardial Infarction,I231,Atrial septal defect as current complication following acute myocardial infarction,ACUTE_MYOCARDIAL_INFARCTION
Cardiovascular Disease,Acute Myocardial Infarction,I232,Ventricular septal defect as current complication following acute myocardial infarction,ACUTE_MYOCARDIAL_INFARCTION
Cardiovascular Disease,Acute Myocardial Infarction,I233,Rupture of cardiac wall without hemopericardium as current complication following acute myocardial infarction,ACUTE_MYOCARDIAL_INFARCTION
Cardiovascular Disease,Acute Myocardial Infarction,I234,Rupture of chordae tendineae as current complication following acute myocardial infarction,ACUTE_MYOCARDIAL_INFARCTION
Cardiovascular Disease,Acute Myocardial Infarction,I235,Rupture of papillary muscle as current complication following acute myocardial infarction,ACUTE_MYOCARDIAL_INFARCTION
Cardiovascular Disease,Acute Myocardial Infarction,I236,"Thrombosis of atrium, auricular appendage, and ventricle as current complications following acute myocardial infarction",ACUTE_MYOCARDIAL_INFARCTION
Cardiovascular Disease,Acute Myocardial Infarction,I237,Postinfarction angina,ACUTE_MYOCARDIAL_INFARCTION
Cardiovascular Disease,Acute Myocardial Infarction,I238,Other current complications following acute myocardial infarction,ACUTE_MYOCARDIAL_INFARCTION
Cardiovascular Disease,Atherosclerosis,I2510,Atherosclerotic heart disease of native coronary artery without angina pectoris,ATHEROSCLEROSIS
Cardiovascular Disease,Atherosclerosis,I25110,Atherosclerotic heart disease of native coronary artery with unstable angina pectoris,ATHEROSCLEROSIS
Cardiovascular Disease,Atherosclerosis,I25111,Atherosclerotic heart disease of native coronary artery with angina pectoris with documented spasm,ATHEROSCLEROSIS
Cardiovascular Disease,Atherosclerosis,I25118,Atherosclerotic heart disease of native coronary artery with other forms of angina pectoris,ATHEROSCLEROSIS
Cardiovascular Disease,Atherosclerosis,I25119,Atherosclerotic heart disease of native coronary artery with unspecified angina pectoris,ATHEROSCLEROSIS
Cardiovascular Disease,Atherosclerosis,I253,Aneurysm of heart,ATHEROSCLEROSIS
Cardiovascular Disease,Atherosclerosis,I2541,Coronary artery aneurysm,ATHEROSCLEROSIS
Cardiovascular Disease,Atherosclerosis,I2542,Coronary artery dissection,ATHEROSCLEROSIS
Cardiovascular Disease,Atherosclerosis,I255,Ischemic cardiomyopathy,ATHEROSCLEROSIS
Cardiovascular Disease,Atherosclerosis,I256,Silent myocardial ischemia,ATHEROSCLEROSIS
Cardiovascular Disease,Atherosclerosis,I25700,"Atherosclerosis of coronary artery bypass graft(s), unspecified, with unstable angina pectoris",ATHEROSCLEROSIS
Cardiovascular Disease,Atherosclerosis,I25701,"Atherosclerosis of coronary artery bypass graft(s), unspecified, with angina pectoris with documented spasm",ATHEROSCLEROSIS
Cardiovascular Disease,Atherosclerosis,I25708,"Atherosclerosis of coronary artery bypass graft(s), unspecified, with other forms of angina pectoris",ATHEROSCLEROSIS
Cardiovascular Disease,Atherosclerosis,I25710,Atherosclerosis of autologous vein coronary artery bypass graft(s) with unstable angina pectoris,ATHEROSCLEROSIS
Cardiovascular Disease,Atherosclerosis,I25711,Atherosclerosis of autologous vein coronary artery bypass graft(s) with angina pectoris with documented spasm,ATHEROSCLEROSIS
Cardiovascular Disease,Atherosclerosis,I25718,Atherosclerosis of autologous vein coronary artery bypass graft(s) with other forms of angina pectoris,ATHEROSCLEROSIS
Cardiovascular Disease,Atherosclerosis,I25719,Atherosclerosis of autologous vein coronary artery bypass graft(s) with unspecified angina pectoris,ATHEROSCLEROSIS
Cardiovascular Disease,Atherosclerosis,I25720,Atherosclerosis of autologous artery coronary artery bypass graft(s) with unstable angina pectoris,ATHEROSCLEROSIS
Cardiovascular Disease,Atherosclerosis,I25721,Atherosclerosis of autologous artery coronary artery bypass graft(s) with angina pectoris with documented spasm,ATHEROSCLEROSIS
Cardiovascular Disease,Atherosclerosis,I25728,Atherosclerosis of autologous artery coronary artery bypass graft(s) with other forms of angina pectoris,ATHEROSCLEROSIS
Cardiovascular Disease,Atherosclerosis,I25729,Atherosclerosis of autologous artery coronary artery bypass graft(s) with unspecified angina pectoris,ATHEROSCLEROSIS
Cardiovascular Disease,Atherosclerosis,I25730,Atherosclerosis of nonautologous biological coronary artery bypass graft(s) with unstable angina pectoris,ATHEROSCLEROSIS
Cardiovascular Disease,Atherosclerosis,I25731,Atherosclerosis of nonautologous biological coronary artery bypass graft(s) with angina pectoris with documented spasm,ATHEROSCLEROSIS
Cardiovascular Disease,Atherosclerosis,I25738,Atherosclerosis of nonautologous biological coronary artery bypass graft(s) with other forms of angina pectoris,ATHEROSCLEROSIS
Cardiovascular Disease,Atherosclerosis,I25739,Atherosclerosis of nonautologous biological coronary artery bypass graft(s) with unspecified angina pectoris,ATHEROSCLEROSIS
Cardiovascular Disease,Atherosclerosis,I25750,Atherosclerosis of native coronary artery of transplanted heart with unstable angina,ATHEROSCLEROSIS
Cardiovascular Disease,Atherosclerosis,I25751,Atherosclerosis of native coronary artery of transplanted heart with angina pectoris with documented spasm,ATHEROSCLEROSIS
Cardiovascular Disease,Atherosclerosis,I25758,Atherosclerosis of native coronary artery of transplanted heart with other forms of angina pectoris,ATHEROSCLEROSIS
Cardiovascular Disease,Atherosclerosis,I25759,Atherosclerosis of native coronary artery of transplanted heart with unspecified angina pectoris,ATHEROSCLEROSIS
Cardiovascular Disease,Atherosclerosis,I25760,Atherosclerosis of bypass graft of coronary artery of transplanted heart with unstable angina,ATHEROSCLEROSIS
Cardiovascular Disease,Atherosclerosis,I25761,Atherosclerosis of bypass graft of coronary artery of transplanted heart with angina pectoris with documented spasm,ATHEROSCLEROSIS
Cardiovascular Disease,Atherosclerosis,I25768,Atherosclerosis of bypass graft of coronary artery of transplanted heart with other forms of angina pectoris,ATHEROSCLEROSIS
Cardiovascular Disease,Atherosclerosis,I25769,Atherosclerosis of bypass graft of coronary artery of transplanted heart with unspecified angina pectoris,ATHEROSCLEROSIS
Cardiovascular Disease,Atherosclerosis,I25790,Atherosclerosis of other coronary artery bypass graft(s) with unstable angina pectoris,ATHEROSCLEROSIS
Cardiovascular Disease,Atherosclerosis,I25791,Atherosclerosis of other coronary artery bypass graft(s) with angina pectoris with documented spasm,ATHEROSCLEROSIS
Cardiovascular Disease,Atherosclerosis,I25798,Atherosclerosis of other coronary artery bypass graft(s) with other forms of angina pectoris,ATHEROSCLEROSIS
Cardiovascular Disease,Atherosclerosis,I25799,Atherosclerosis of other coronary artery bypass graft(s) with unspecified angina pectoris,ATHEROSCLEROSIS
Cardiovascular Disease,Atherosclerosis,I25810,Atherosclerosis of coronary artery bypass graft(s) without angina pectoris,ATHEROSCLEROSIS
Cardiovascular Disease,Atherosclerosis,I25811,Atherosclerosis of native coronary artery of transplanted heart without angina pectoris,ATHEROSCLEROSIS
Cardiovascular Disease,Atherosclerosis,I25812,Atherosclerosis of bypass graft of coronary artery of transplanted heart without angina pectoris,ATHEROSCLEROSIS
Cardiovascular Disease,Atherosclerosis,I2582,Chronic total occlusion of coronary artery,ATHEROSCLEROSIS
Cardiovascular Disease,Atherosclerosis,I2583,Coronary atherosclerosis due to lipid rich plaque,ATHEROSCLEROSIS
Cardiovascular Disease,Atherosclerosis,I2584,Coronary atherosclerosis due to calcified coronary lesion,ATHEROSCLEROSIS
Cardiovascular Disease,Atherosclerosis,I2589,Other forms of chronic ischemic heart disease,ATHEROSCLEROSIS
Cardiovascular Disease,Atherosclerosis,I259,"Chronic ischemic heart disease, unspecified",ATHEROSCLEROSIS
Cardiovascular Disease,Atrial Fibrillation,I480,Paroxysmal atrial fibrillation,ATRIAL_FIBRILLATION
Cardiovascular Disease,Atrial Fibrillation,I481,Persistent atrial fibrillation,ATRIAL_FIBRILLATION
Cardiovascular Disease,Atrial Fibrillation,I4811,Longstanding persistent atrial fibrillation,ATRIAL_FIBRILLATION
Cardiovascular Disease,Atrial Fibrillation,I4819,Other persistent atrial fibrillation,ATRIAL_FIBRILLATION
Cardiovascular Disease,Atrial Fibrillation,I482,Chronic atrial fibrillation,ATRIAL_FIBRILLATION
Cardiovascular Disease,Atrial Fibrillation,I4820,"Chronic atrial fibrillation, unspecified",ATRIAL_FIBRILLATION
Cardiovascular Disease,Atrial Fibrillation,I4821,Permanent atrial fibrillation,ATRIAL_FIBRILLATION
Cardiovascular Disease,Atrial Fibrillation,I483,Typical atrial flutter,ATRIAL_FIBRILLATION
Cardiovascular Disease,Atrial Fibrillation,I484,Atypical atrial flutter,ATRIAL_FIBRILLATION
Cardiovascular Disease,Atrial Fibrillation,I4891,Unspecified atrial fibrillation,ATRIAL_FIBRILLATION
Cardiovascular Disease,Heart Failure,I110,Hypertensive heart disease with heart failure,HEART_FAILURE
Cardiovascular Disease,Heart Failure,I130,"Hypertensive heart and chronic kidney disease with heart failure and stage 1 through stage 4 chronic kidney disease, or unspecified chronic kidney disease",HEART_FAILURE
Cardiovascular Disease,Heart Failure,I132,"Hypertensive heart and chronic kidney disease with heart failure and with stage 5 chronic kidney disease, or end stage renal disease",HEART_FAILURE
Cardiovascular Disease,Heart Failure,I420,Dilated cardiomyopathy,HEART_FAILURE
Cardiovascular Disease,Heart Failure,I425,Other restrictive cardiomyopathy,HEART_FAILURE
Cardiovascular Disease,Heart Failure,I426,Alcoholic cardiomyopathy,HEART_FAILURE
Cardiovascular Disease,Heart Failure,I427,Cardiomyopathy due to drug and external agent,HEART_FAILURE
Cardiovascular Disease,Heart Failure,I428,Other cardiomyopathies,HEART_FAILURE
Cardiovascular Disease,Heart Failure,I43,Cardiomyopathy in diseases classified elsewhere,HEART_FAILURE
Cardiovascular Disease,Heart Failure,I501,"Left ventricular failure, unspecified",HEART_FAILURE
Cardiovascular Disease,Heart Failure,I5020,Unspecified systolic (congestive) heart failure,HEART_FAILURE
Cardiovascular Disease,Heart Failure,I5021,Acute systolic (congestive) heart failure,HEART_FAILURE
Cardiovascular Disease,Heart Failure,I5022,Chronic systolic (congestive) heart failure,HEART_FAILURE
Cardiovascular Disease,Heart Failure,I5023,Acute on chronic systolic (congestive) heart failure,HEART_FAILURE
Cardiovascular Disease,Heart Failure,I5030,Unspecified diastolic (congestive) heart failure,HEART_FAILURE
Cardiovascular Disease,Heart Failure,I5031,Acute diastolic (congestive) heart failure,HEART_FAILURE
Cardiovascular Disease,Heart Failure,I5032,Chronic diastolic (congestive) heart failure,HEART_FAILURE
Cardiovascular Disease,Heart Failure,I5033,Acute on chronic diastolic (congestive) heart failure,HEART_FAILURE
Cardiovascular Disease,Heart Failure,I5040,Unspecified combined systolic (congestive) and diastolic (congestive) heart failure,HEART_FAILURE
Cardiovascular Disease,Heart Failure,I5041,Acute combined systolic (congestive) and diastolic (congestive) heart failure,HEART_FAILURE
Cardiovascular Disease,Heart Failure,I5042,Chronic combined systolic (congestive) and diastolic (congestive) heart failure,HEART_FAILURE
Cardiovascular Disease,Heart Failure,I5043,Acute on chronic combined systolic (congestive) and diastolic (congestive) heart failure,HEART_FAILURE
Cardiovascular Disease,Heart Failure,I50810,"Right heart failure, unspecified",HEART_FAILURE
Cardiovascular Disease,Heart Failure,I50811,Acute right heart failure,HEART_FAILURE
Cardiovascular Disease,Heart Failure,I50812,Chronic right heart failure,HEART_FAILURE
Cardiovascular Disease,Heart Failure,I50813,Acute on chronic right heart failure,HEART_FAILURE
Cardiovascular Disease,Heart Failure,I50814,Right heart failure due to left heart failure,HEART_FAILURE
Cardiovascular Disease,Heart Failure,I5082,Biventricular heart failure,HEART_FAILURE
Cardiovascular Disease,Heart Failure,I5083,High output heart failure,HEART_FAILURE
Cardiovascular Disease,Heart Failure,I5084,End stage heart failure,HEART_FAILURE
Cardiovascular Disease,Heart Failure,I5089,Other heart failure,HEART_FAILURE
Cardiovascular Disease,Heart Failure,I509,"Heart failure, unspecified",HEART_FAILURE
Cardiovascular Disease,Hypertension,H35031,"Hypertensive retinopathy, right eye",HYPERTENSION
Cardiovascular Disease,Hypertension,H35032,"Hypertensive retinopathy, left eye",HYPERTENSION
