hcpcs_code,ccs_category,ccs_category_description
27524,147,"Treatment, fracture or dislocation of lower extremity (other than hip or femur)"
27530,147,"Treatment, fracture or dislocation of lower extremity (other than hip or femur)"
27532,147,"Treatment, fracture or dislocation of lower extremity (other than hip or femur)"
27535,147,"Treatment, fracture or dislocation of lower extremity (other than hip or femur)"
27536,147,"Treatment, fracture or dislocation of lower extremity (other than hip or femur)"
27538,147,"Treatment, fracture or dislocation of lower extremity (other than hip or femur)"
27540,147,"Treatment, fracture or dislocation of lower extremity (other than hip or femur)"
27550,147,"Treatment, fracture or dislocation of lower extremity (other than hip or femur)"
27552,147,"Treatment, fracture or dislocation of lower extremity (other than hip or femur)"
27556,147,"Treatment, fracture or dislocation of lower extremity (other than hip or femur)"
27557,147,"Treatment, fracture or dislocation of lower extremity (other than hip or femur)"
27558,147,"Treatment, fracture or dislocation of lower extremity (other than hip or femur)"
27560,147,"Treatment, fracture or dislocation of lower extremity (other than hip or femur)"
27562,147,"Treatment, fracture or dislocation of lower extremity (other than hip or femur)"
27566,147,"Treatment, fracture or dislocation of lower extremity (other than hip or femur)"
27720,147,"Treatment, fracture or dislocation of lower extremity (other than hip or femur)"
27722,147,"Treatment, fracture or dislocation of lower extremity (other than hip or femur)"
27724,147,"Treatment, fracture or dislocation of lower extremity (other than hip or femur)"
27725,147,"Treatment, fracture or dislocation of lower extremity (other than hip or femur)"
27726,147,"Treatment, fracture or dislocation of lower extremity (other than hip or femur)"
27750,147,"Treatment, fracture or dislocation of lower extremity (other than hip or femur)"
27752,147,"Treatment, fracture or dislocation of lower extremity (other than hip or femur)"
27756,147,"Treatment, fracture or dislocation of lower extremity (other than hip or femur)"
27758,147,"Treatment, fracture or dislocation of lower extremity (other than hip or femur)"
27759,147,"Treatment, fracture or dislocation of lower extremity (other than hip or femur)"
27760,147,"Treatment, fracture or dislocation of lower extremity (other than hip or femur)"
27762,147,"Treatment, fracture or dislocation of lower extremity (other than hip or femur)"
27766,147,"Treatment, fracture or dislocation of lower extremity (other than hip or femur)"
27767,147,"Treatment, fracture or dislocation of lower extremity (other than hip or femur)"
27768,147,"Treatment, fracture or dislocation of lower extremity (other than hip or femur)"
27769,147,"Treatment, fracture or dislocation of lower extremity (other than hip or femur)"
27780,147,"Treatment, fracture or dislocation of lower extremity (other than hip or femur)"
27781,147,"Treatment, fracture or dislocation of lower extremity (other than hip or femur)"
27784,147,"Treatment, fracture or dislocation of lower extremity (other than hip or femur)"
27786,147,"Treatment, fracture or dislocation of lower extremity (other than hip or femur)"
27788,147,"Treatment, fracture or dislocation of lower extremity (other than hip or femur)"
27792,147,"Treatment, fracture or dislocation of lower extremity (other than hip or femur)"
27808,147,"Treatment, fracture or dislocation of lower extremity (other than hip or femur)"
27810,147,"Treatment, fracture or dislocation of lower extremity (other than hip or femur)"
27814,147,"Treatment, fracture or dislocation of lower extremity (other than hip or femur)"
27816,147,"Treatment, fracture or dislocation of lower extremity (other than hip or femur)"
27818,147,"Treatment, fracture or dislocation of lower extremity (other than hip or femur)"
27822,147,"Treatment, fracture or dislocation of lower extremity (other than hip or femur)"
27823,147,"Treatment, fracture or dislocation of lower extremity (other than hip or femur)"
27824,147,"Treatment, fracture or dislocation of lower extremity (other than hip or femur)"
27825,147,"Treatment, fracture or dislocation of lower extremity (other than hip or femur)"
27826,147,"Treatment, fracture or dislocation of lower extremity (other than hip or femur)"
27827,147,"Treatment, fracture or dislocation of lower extremity (other than hip or femur)"
27828,147,"Treatment, fracture or dislocation of lower extremity (other than hip or femur)"
27829,147,"Treatment, fracture or dislocation of lower extremity (other than hip or femur)"
27830,147,"Treatment, fracture or dislocation of lower extremity (other than hip or femur)"
27831,147,"Treatment, fracture or dislocation of lower extremity (other than hip or femur)"
27832,147,"Treatment, fracture or dislocation of lower extremity (other than hip or femur)"
27840,147,"Treatment, fracture or dislocation of lower extremity (other than hip or femur)"
27842,147,"Treatment, fracture or dislocation of lower extremity (other than hip or femur)"
27846,147,"Treatment, fracture or dislocation of lower extremity (other than hip or femur)"
27848,147,"Treatment, fracture or dislocation of lower extremity (other than hip or femur)"
28320,147,"Treatment, fracture or dislocation of lower extremity (other than hip or femur)"
28322,147,"Treatment, fracture or dislocation of lower extremity (other than hip or femur)"
28400,147,"Treatment, fracture or dislocation of lower extremity (other than hip or femur)"
28405,147,"Treatment, fracture or dislocation of lower extremity (other than hip or femur)"
28406,147,"Treatment, fracture or dislocation of lower extremity (other than hip or femur)"
28415,147,"Treatment, fracture or dislocation of lower extremity (other than hip or femur)"
28420,147,"Treatment, fracture or dislocation of lower extremity (other than hip or femur)"
28430,147,"Treatment, fracture or dislocation of lower extremity (other than hip or femur)"
28435,147,"Treatment, fracture or dislocation of lower extremity (other than hip or femur)"
28436,147,"Treatment, fracture or dislocation of lower extremity (other than hip or femur)"
28445,147,"Treatment, fracture or dislocation of lower extremity (other than hip or femur)"
28446,147,"Treatment, fracture or dislocation of lower extremity (other than hip or femur)"
28450,147,"Treatment, fracture or dislocation of lower extremity (other than hip or femur)"
28455,147,"Treatment, fracture or dislocation of lower extremity (other than hip or femur)"
28456,147,"Treatment, fracture or dislocation of lower extremity (other than hip or femur)"
28465,147,"Treatment, fracture or dislocation of lower extremity (other than hip or femur)"
28470,147,"Treatment, fracture or dislocation of lower extremity (other than hip or femur)"
28475,147,"Treatment, fracture or dislocation of lower extremity (other than hip or femur)"
28476,147,"Treatment, fracture or dislocation of lower extremity (other than hip or femur)"
28485,147,"Treatment, fracture or dislocation of lower extremity (other than hip or femur)"
28490,147,"Treatment, fracture or dislocation of lower extremity (other than hip or femur)"
28495,147,"Treatment, fracture or dislocation of lower extremity (other than hip or femur)"
28496,147,"Treatment, fracture or dislocation of lower extremity (other than hip or femur)"
28505,147,"Treatment, fracture or dislocation of lower extremity (other than hip or femur)"
28510,147,"Treatment, fracture or dislocation of lower extremity (other than hip or femur)"
28515,147,"Treatment, fracture or dislocation of lower extremity (other than hip or femur)"
28525,147,"Treatment, fracture or dislocation of lower extremity (other than hip or femur)"
28530,147,"Treatment, fracture or dislocation of lower extremity (other than hip or femur)"
28531,147,"Treatment, fracture or dislocation of lower extremity (other than hip or femur)"
28540,147,"Treatment, fracture or dislocation of lower extremity (other than hip or femur)"
28545,147,"Treatment, fracture or dislocation of lower extremity (other than hip or femur)"
28546,147,"Treatment, fracture or dislocation of lower extremity (other than hip or femur)"
28555,147,"Treatment, fracture or dislocation of lower extremity (other than hip or femur)"
28570,147,"Treatment, fracture or dislocation of lower extremity (other than hip or femur)"
28575,147,"Treatment, fracture or dislocation of lower extremity (other than hip or femur)"
28576,147,"Treatment, fracture or dislocation of lower extremity (other than hip or femur)"
28585,147,"Treatment, fracture or dislocation of lower extremity (other than hip or femur)"
28600,147,"Treatment, fracture or dislocation of lower extremity (other than hip or femur)"
28605,147,"Treatment, fracture or dislocation of lower extremity (other than hip or femur)"
28606,147,"Treatment, fracture or dislocation of lower extremity (other than hip or femur)"
28615,147,"Treatment, fracture or dislocation of lower extremity (other than hip or femur)"
28630,147,"Treatment, fracture or dislocation of lower extremity (other than hip or femur)"
28635,147,"Treatment, fracture or dislocation of lower extremity (other than hip or femur)"
28636,147,"Treatment, fracture or dislocation of lower extremity (other than hip or femur)"
28645,147,"Treatment, fracture or dislocation of lower extremity (other than hip or femur)"
28660,147,"Treatment, fracture or dislocation of lower extremity (other than hip or femur)"
28665,147,"Treatment, fracture or dislocation of lower extremity (other than hip or femur)"
28666,147,"Treatment, fracture or dislocation of lower extremity (other than hip or femur)"
28675,147,"Treatment, fracture or dislocation of lower extremity (other than hip or femur)"
29850,147,"Treatment, fracture or dislocation of lower extremity (other than hip or femur)"
29851,147,"Treatment, fracture or dislocation of lower extremity (other than hip or femur)"
29855,147,"Treatment, fracture or dislocation of lower extremity (other than hip or femur)"
29856,147,"Treatment, fracture or dislocation of lower extremity (other than hip or femur)"
0200T,148,Other fracture and dislocation procedure
0201T,148,Other fracture and dislocation procedure
21811,148,Other fracture and dislocation procedure
21812,148,Other fracture and dislocation procedure
21813,148,Other fracture and dislocation procedure
21820,148,Other fracture and dislocation procedure
21825,148,Other fracture and dislocation procedure
22310,148,Other fracture and dislocation procedure
22315,148,Other fracture and dislocation procedure
22318,148,Other fracture and dislocation procedure
22319,148,Other fracture and dislocation procedure
22325,148,Other fracture and dislocation procedure
22326,148,Other fracture and dislocation procedure
22327,148,Other fracture and dislocation procedure
22328,148,Other fracture and dislocation procedure
22510,148,Other fracture and dislocation procedure
22511,148,Other fracture and dislocation procedure
22512,148,Other fracture and dislocation procedure
22513,148,Other fracture and dislocation procedure
22514,148,Other fracture and dislocation procedure
22515,148,Other fracture and dislocation procedure
23500,148,Other fracture and dislocation procedure
23505,148,Other fracture and dislocation procedure
23515,148,Other fracture and dislocation procedure
23520,148,Other fracture and dislocation procedure
23525,148,Other fracture and dislocation procedure
23530,148,Other fracture and dislocation procedure
23532,148,Other fracture and dislocation procedure
23540,148,Other fracture and dislocation procedure
23545,148,Other fracture and dislocation procedure
23550,148,Other fracture and dislocation procedure
