bill_type_code,bill_type_description,deprecated,deprecated_date
"86Z","Special facility or hospital Residential Facility (not used for Medicare) New Abbreviated Encounter Submission","0",
"890","Special facility or hospital Other Non-payment/Zero Claim","0",
"891","Special facility or hospital Other Admit Through Discharge","0",
"892","Special facility or hospital Other Interim - First Claim","0",
"893","Special facility or hospital Other Interim-Continuing Claims","0",
"894","Special facility or hospital Other Interim - Last Claim","0",
"895","Special facility or hospital Other Late Charge Only","0",
"897","Special facility or hospital Other Replacement of Prior Claim","0",
"898","Special facility or hospital Other Void/Cancel of Prior Claim","0",
"899","Special facility or hospital Other Final claim for a Home Health PPS Period","0",
"89A","Special facility or hospital Other Admission/Election Notice for Hospice","0",
"89B","Special facility or hospital Other Hospice Termination/ Revocation Notice","0",
"89C","Special facility or hospital Other Hospice Change of Provider Notice","0",
"89D","Special facility or hospital Other Hospice Election Void/Cancel","0",
"89E","Special facility or hospital Other Hospice Change of Ownership","0",
"89F","Special facility or hospital Other Beneficiary Initiated Adjustment Claim","0",
"89G","Special facility or hospital Other CWF Initiated Adjustment Claim","0",
"89H","Special facility or hospital Other CMS Initiated Adjustment Claim","0",
"89I","Special facility or hospital Other FI Adjustment Claim (Other than QIO or Provider)","0",
"89J","Special facility or hospital Other Initiated Adjustment Claim/Other","0",
"89K","Special facility or hospital Other OIG Initiated Adjustment Claim","0",
"89M","Special facility or hospital Other MSP Initiated Adjustment Claim","0",
"89O","Special facility or hospital Other Nonpayment/Zero Claims","0",
"89P","Special facility or hospital Other QIO Adjustment Claim","0",
"89Q","Special facility or hospital Other Reopening/Adjustment","0",
"89X","Special facility or hospital Other Void/Cancel a Prior Abbreviated Encounter Submission","0",
"89Y","Special facility or hospital Other Replacement of Prior Abbreviated Encounter Submission","0",
"89Z","Special facility or hospital Other New Abbreviated Encounter Submission","0",
