hcpcs,seqnum,recid,long_description,short_description
C9758,0010,3,"Blinded procedure for nyha class iii/iv heart failure; transcatheter implantation of interatrial shunt or placebo control, including right heart catheterization, trans-esophageal echocardiography (tee)/intracardiac echocardiography (ice), and all imaging with or without guidance (e.g., ultrasound, fluoroscopy), performed in an approved investigational device exemption (ide) study",Blind interatrial shunt ide
C9759,0010,3,"Transcatheter intraoperative blood vessel microinfusion(s) (e.g., intraluminal, vascular wall and/or perivascular) therapy, any vessel, including radiological supervision and interpretation, when performed",Transcath intraop microinf
C9760,0010,3,"Non-randomized, non-blinded procedure for nyha class ii, iii, iv heart failure; transcatheter implantation of interatrial shunt, including right and left heart catheterization, transeptal puncture, trans-esophageal echocardiography (tee)/intracardiac echocardiography (ice), and all imaging with or without guidance (e.g., ultrasound, fluoroscopy), performed in an approved investigational device exemption (ide) study",Non-blind interatrial shunt
C9761,0010,3,"Cystourethroscopy, with ureteroscopy and/or pyeloscopy, with lithotripsy, and ureteral catheterization for steerable vacuum aspiration of the kidney, collecting system, ureter, bladder, and urethra if applicable","Cysto, litho, vacuum kidney"
C9762,0010,3,"Cardiac magnetic resonance imaging for morphology and function, quantification of segmental dysfunction; with strain imaging",Cardiac mri seg dys strain
C9763,0010,3,"Cardiac magnetic resonance imaging for morphology and function, quantification of segmental dysfunction; with stress imaging",Cardiac mri seg dys stress
C9764,0010,3,"Revascularization, endovascular, open or percutaneous, lower extremity artery(ies), except tibial/peroneal; with intravascular lithotripsy, includes angioplasty within the same vessel(s), when performed",Revasc intravasc lithotripsy
C9765,0010,3,"Revascularization, endovascular, open or percutaneous, lower extremity artery(ies), except tibial/peroneal; with intravascular lithotripsy, and transluminal stent placement(s), includes angioplasty within the same vessel(s), when performed",Revasc intra lithotrip-stent
C9766,0010,3,"Revascularization, endovascular, open or percutaneous, lower extremity artery(ies), except tibial/peroneal; with intravascular lithotripsy and atherectomy, includes angioplasty within the same vessel(s), when performed",Revasc intra lithotrip-ather
C9767,0010,3,"Revascularization, endovascular, open or percutaneous, lower extremity artery(ies), except tibial/peroneal; with intravascular lithotripsy and transluminal stent placement(s), and atherectomy, includes angioplasty within the same vessel(s), when performed",Revasc lithotrip-stent-ather
C9768,0010,3,Endoscopic ultrasound-guided direct measurement of hepatic portosystemic pressure gradient by any method (list separately in addition to code for primary procedure),Endo us-guide hep porto grad
C9769,0010,3,"Cystourethroscopy, with insertion of temporary prostatic implant/stent with fixation/anchor and incisional struts",Cysto w/temp pros implant
C9770,0010,3,"Vitrectomy, mechanical, pars plana approach, with subretinal injection of pharmacologic/biologic agent","Vitrec/mech pars, subret inj"
C9771,0010,3,"Nasal/sinus endoscopy, cryoablation nasal tissue(s) and/or nerve(s), unilateral or bilateral",Nsl/sins cryo post nasal tis
C9772,0010,3,"Revascularization, endovascular, open or percutaneous, tibial/peroneal artery(ies), with intravascular lithotripsy, includes angioplasty within the same vessel (s), when performed",Revasc lithotrip tibi/perone
C9773,0010,3,"Revascularization, endovascular, open or percutaneous,  tibial/peroneal artery(ies); with intravascular lithotripsy, and transluminal stent placement(s), includes angioplasty  within the same vessel(s), when performed",Revasc lithotr-stent tib/per
C9774,0010,3,"Revascularization, endovascular, open or percutaneous, tibial/peroneal artery(ies); with intravascular lithotripsy and atherectomy, includes angioplasty within the same vessel (s), when performed",Revasc lithotr-ather tib/per
C9775,0010,3,"Revascularization, endovascular, open or percutaneous, tibial/peroneal artery(ies); with intravascular lithotripsy and transluminal stent placement(s), and atherectomy, includes angioplasty within the same vessel (s), when performed",Revasc lith-sten-ath tib/per
C9776,0010,3,"Intraoperative near-infrared fluorescence imaging of major extra-hepatic bile duct(s) (e.g., cystic duct, common bile duct and common hepatic duct) with intravenous administration of indocyanine green (icg) (list separately in addition to code for primary procedure)",Fluo bile duct imaging w/icg
C9777,0010,3,"Esophageal mucosal integrity testing by electrical impedance, transoral, includes esophagoscopy or esophagogastroduodenoscopy",Esophag muc integ w/eso egd
C9778,0010,3,"Colpopexy, vaginal; minimally invasive extra-peritoneal approach (sacrospinous)","Colpopexy, min/inv, ex-perit"
C9779,0010,3,"Endoscopic submucosal dissection (esd), including endoscopy or colonoscopy, mucosal closure, when performed",Esd endoscopy or colonoscopy
C9780,0010,3,"Insertion of central venous catheter through central venous occlusion via inferior and superior approaches (e.g., inside-out technique), including imaging guidance",Insert cv cath inf & sup app
C9800,0010,3,"Dermal injection procedure(s) for facial lipodystrophy syndrome (lds) and provision of radiesse or sculptra dermal filler, including all items and supplies",Dermal filler inj px/suppl
C9803,0010,3,"Hospital outpatient clinic visit specimen collection for severe acute respiratory syndrome coronavirus  2 (sars-cov-2) (coronavirus disease [covid-19]), any specimen source",Hopd covid-19 spec collect
C9898,0010,3,Radiolabeled product provided during a hospital inpatient stay,Inpnt stay radiolabeled item
C9899,0010,3,"Implanted prosthetic device, payable only for inpatients who do not have inpatient coverage","Inpt implant pros dev,no cov"
E0100,0010,3,"Cane, includes canes of all materials, adjustable or fixed, with tip",Cane adjust/fixed with tip
E0105,0010,3,"Cane, quad or three prong, includes canes of all materials, adjustable or fixed, with tips",Cane adjust/fixed quad/3 pro
E0110,0010,3,"Crutches, forearm, includes crutches of various materials, adjustable or fixed, pair, complete with tips and handgrips",Crutch forearm pair
E0111,0010,3,"Crutch forearm, includes crutches of various materials, adjustable or fixed, each, with tip and handgrips",Crutch forearm each
E0112,0010,3,"Crutches underarm, wood, adjustable or fixed, pair, with pads, tips and handgrips",Crutch underarm pair wood
E0113,0010,3,"Crutch underarm, wood, adjustable or fixed, each, with pad, tip and handgrip",Crutch underarm each wood
E0114,0010,3,"Crutches underarm, other than wood, adjustable or fixed, pair, with pads, tips and handgrips",Crutch underarm pair no wood
E0116,0010,3,"Crutch, underarm, other than wood, adjustable or fixed, with pad, tip, handgrip, with or without shock absorber, each",Crutch underarm each no wood
E0117,0010,3,"Crutch, underarm, articulating, spring assisted, each",Underarm springassist crutch
E0118,0010,3,"Crutch substitute, lower leg platform, with or without wheels, each",Crutch substitute
E0130,0010,3,"Walker, rigid (pickup), adjustable or fixed height",Walker rigid adjust/fixed ht
E0135,0010,3,"Walker, folding (pickup), adjustable or fixed height",Walker folding adjust/fixed
E0140,0010,3,"Walker, with trunk support, adjustable or fixed height, any type",Walker w trunk support
E0141,0010,3,"Walker, rigid, wheeled, adjustable or fixed height",Rigid wheeled walker adj/fix
E0143,0010,3,"Walker, folding, wheeled, adjustable or fixed height",Walker folding wheeled w/o s
E0144,0010,3,"Walker, enclosed, four sided framed, rigid or folding, wheeled with posterior seat",Enclosed walker w rear seat
E0147,0010,3,"Walker, heavy duty, multiple braking system, variable wheel resistance",Walker variable wheel resist
E0148,0010,3,"Walker, heavy duty, without wheels, rigid or folding, any type, each",Heavyduty walker no wheels
E0149,0010,3,"Walker, heavy duty, wheeled, rigid or folding, any type",Heavy duty wheeled walker
E0153,0010,3,"Platform attachment, forearm crutch, each",Forearm crutch platform atta
E0154,0010,3,"Platform attachment, walker, each",Walker platform attachment
E0155,0010,3,"Wheel attachment, rigid pick-up walker, per pair","Walker wheel attachment,pair"
E0156,0010,3,"Seat attachment, walker",Walker seat attachment
E0157,0010,3,"Crutch attachment, walker, each",Walker crutch attachment
E0158,0010,3,"Leg extensions for walker, per set of four (4)",Walker leg extenders set of4
E0159,0010,3,"Brake attachment for wheeled walker, replacement, each",Brake for wheeled walker
E0160,0010,3,"Sitz type bath or equipment, portable, used with or without commode",Sitz type bath or equipment
E0161,0010,3,"Sitz type bath or equipment, portable, used with or without commode, with faucet attachment/s",Sitz bath/equipment w/faucet
E0162,0010,3,Sitz bath chair,Sitz bath chair
E0163,0010,3,"Commode chair, mobile or stationary, with fixed arms",Commode chair with fixed arm
E0165,0010,3,"Commode chair, mobile or stationary, with detachable arms",Commode chair with detacharm
E0167,0010,3,"Pail or pan for use with commode chair, replacement only",Commode chair pail or pan
E0168,0010,3,"Commode chair, extra wide and/or heavy duty, stationary or mobile, with or without arms, any type, each",Heavyduty/wide commode chair
E0170,0010,3,"Commode chair with integrated seat lift mechanism, electric, any type",Commode chair electric
E0171,0010,3,"Commode chair with integrated seat lift mechanism, non-electric, any type",Commode chair non-electric
E0172,0010,3,"Seat lift mechanism placed over or on top of toilet, any type",Seat lift mechanism toilet
E0175,0010,3,"Foot rest, for use with commode chair, each",Commode chair foot rest
E0181,0010,3,"Powered pressure reducing mattress overlay/pad, alternating, with pump, includes heavy duty",Press pad alternating w/ pum
E0182,0010,3,"Pump for alternating pressure pad, for replacement only","Replace pump, alt press pad"
E0184,0010,3,Dry pressure mattress,Dry pressure mattress
E0185,0010,3,"Gel or gel-like pressure pad for mattress, standard mattress length and width",Gel pressure mattress pad
E0186,0010,3,Air pressure mattress,Air pressure mattress
E0187,0010,3,Water pressure mattress,Water pressure mattress
E0188,0010,3,Synthetic sheepskin pad,Synthetic sheepskin pad
E0189,0010,3,"Lambswool sheepskin pad, any size",Lambswool sheepskin pad
E0190,0010,3,"Positioning cushion/pillow/wedge, any shape or size, includes all components and accessories",Positioning cushion
E0191,0010,3,"Heel or elbow protector, each",Protector heel or elbow
E0193,0010,3,Powered air flotation bed (low air loss therapy),Powered air flotation bed
E0194,0010,3,Air fluidized bed,Air fluidized bed
E0196,0010,3,Gel pressure mattress,Gel pressure mattress
E0197,0010,3,"Air pressure pad for mattress, standard mattress length and width",Air pressure pad for mattres
E0198,0010,3,"Water pressure pad for mattress, standard mattress length and width",Water pressure pad for mattr
E0199,0010,3,"Dry pressure pad for mattress, standard mattress length and width",Dry pressure pad for mattres
E0200,0010,3,"Heat lamp, without stand (table model), includes bulb, or infrared element",Heat lamp without stand
E0202,0010,3,Phototherapy (bilirubin) light with photometer,Phototherapy light w/ photom
E0203,0010,3,"Therapeutic lightbox, minimum 10,000 lux, table top model",Therapeutic lightbox tabletp
E0205,0010,3,"Heat lamp, with stand, includes bulb, or infrared element",Heat lamp with stand
E0210,0010,3,"Electric heat pad, standard",Electric heat pad standard
E0215,0010,3,"Electric heat pad, moist",Electric heat pad moist
E0217,0010,3,Water circulating heat pad with pump,Water circ heat pad w pump
E0218,0010,3,"Fluid circulating cold pad with pump, any type",Fluid circ cold pad w pump
E0221,0010,3,Infrared heating pad system,Infrared heating pad system
E0225,0010,3,"Hydrocollator unit, includes pads",Hydrocollator unit
E0231,0010,3,"Non-contact wound warming device (temperature control unit, ac adapter and power cord) for use with warming card and wound cover",Wound warming device
E0232,0010,3,Warming card for use with the non contact wound warming device and non contact wound warming wound cover,Warming card for nwt
E0235,0010,3,"Paraffin bath unit, portable (see medical supply code a4265 for paraffin)",Paraffin bath unit portable
E0236,0010,3,Pump for water circulating pad,Pump for water circulating p
E0239,0010,3,"Hydrocollator unit, portable",Hydrocollator unit portable
E0240,0010,3,"Bath/shower chair, with or without wheels, any size",Bath/shower chair
E0241,0010,3,"Bath tub wall rail, each",Bath tub wall rail
E0242,0010,3,"Bath tub rail, floor base",Bath tub rail floor
E0243,0010,3,"Toilet rail, each",Toilet rail
E0244,0010,3,Raised toilet seat,Toilet seat raised
E0245,0010,3,Tub stool or bench,Tub stool or bench
E0246,0010,3,Transfer tub rail attachment,Transfer tub rail attachment
E0247,0010,3,Transfer bench for tub or toilet with or without commode opening,Trans bench w/wo comm open
E0248,0010,3,"Transfer bench, heavy duty, for tub or toilet with or without commode opening",Hdtrans bench w/wo comm open
E0249,0010,3,"Pad for water circulating heat unit, for replacement only",Pad water circulating heat u
E0250,0010,3,"Hospital bed, fixed height, with any type side rails, with mattress",Hosp bed fixed ht w/ mattres
E0251,0010,3,"Hospital bed, fixed height, with any type side rails, without mattress",Hosp bed fixd ht w/o mattres
E0255,0010,3,"Hospital bed, variable height, hi-lo, with any type side rails, with mattress",Hospital bed var ht w/ mattr
E0256,0010,3,"Hospital bed, variable height, hi-lo, with any type side rails, without mattress",Hospital bed var ht w/o matt
E0260,0010,3,"Hospital bed, semi-electric (head and foot adjustment), with any type side rails, with mattress",Hosp bed semi-electr w/ matt
E0261,0010,3,"Hospital bed, semi-electric (head and foot adjustment), with any type side rails, without mattress",Hosp bed semi-electr w/o mat
E0265,0010,3,"Hospital bed, total electric (head, foot and height adjustments), with any type side rails, with mattress",Hosp bed total electr w/ mat
E0266,0010,3,"Hospital bed, total electric (head, foot and height adjustments), with any type side rails, without mattress",Hosp bed total elec w/o matt
E0270,0010,3,"Hospital bed, institutional type includes: oscillating, circulating and stryker frame, with mattress",Hospital bed institutional t
E0271,0010,3,"Mattress, innerspring",Mattress innerspring
E0272,0010,3,"Mattress, foam rubber",Mattress foam rubber
