HCPCS,HCPCS_DESCRIPTION
G9080,Onc dx prostate w/rise psa
G9083,Onc dx prostate unknwn nos
G9084,"Onc dx colon t1-3,n1-2,no pr"
G9085,"Onc dx colon t4, n0 w/o prog"
G9086,Onc dx colon t1-4 no dx prog
G9087,Onc dx colon metas evid dx
G9088,Onc dx colon metas noevid dx
G9089,Onc dx colon extent unknown
G9090,Onc dx rectal t1-2 no progr
G9091,Onc dx rectal t3 n0 no prog
G9092,"Onc dx rectal t1-3,n1-2noprg"
G9093,"Onc dx rectal t4,n,m0 no prg"
G9094,Onc dx rectal m1 w/mets prog
G9095,Onc dx rectal extent unknwn
G9096,Onc dx esophag t1-t3 noprog
G9097,Onc dx esophageal t4 no prog
G9098,Onc dx esophageal mets recur
G9099,Onc dx esophageal unknown
G9100,Onc dx gastric no recurrence
G9101,Onc dx gastric p r1-r2noprog
G9102,Onc dx gastric unresectable
G9103,Onc dx gastric recurrent
G9104,Onc dx gastric unknown nos
G9105,Onc dx pancreatc p r0 res no
G9106,Onc dx pancreatc p r1/r2 no
G9107,Onc dx pancreatic unresectab
G9108,Onc dx pancreatic unknwn nos
G9109,Onc dx head/neck t1-t2no prg
G9110,Onc dx head/neck t3-4 noprog
G9111,Onc dx head/neck m1 mets rec
G9112,Onc dx head/neck ext unknown
G9113,Onc dx ovarian stg1a-b no pr
G9114,Onc dx ovarian stg1a-b or 2
G9115,Onc dx ovarian stg3/4 noprog
G9116,Onc dx ovarian recurrence
G9117,Onc dx ovarian unknown nos
G9123,Onc dx cml chronic phase
G9124,Onc dx cml acceler phase
G9125,Onc dx cml blast phase
G9126,Onc dx cml remission
G9128,Onc dx multi myeloma stage i
G9129,Onc dx mult myeloma stg2 hig
G9130,Onc dx multi myeloma unknown
G9131,Onc dx brst unknown nos
G9132,Onc dx prostate mets no cast
G9133,Onc dx prostate clinical met
G9134,Onc nhlstg 1-2 no relap no
G9135,Onc dx nhl stg 3-4 not relap
G9136,Onc dx nhl trans to lg bcell
G9137,Onc dx nhl relapse/refractor
G9138,Onc dx nhl stg unknown
G9139,Onc dx cml dx status unknown
G9140,Frontier extended stay demo
G9143,Warfarin respon genetic test
G9147,Outpt iv insulin tx any mea
G9148,Medical home level 1
G9149,Medical home level ii
G9150,Medical home level iii
G9151,Mapcp demo state
G9152,Mapcp demo community
G9153,Mapcp demo physician
G9156,Evaluation for wheelchair
G9157,Transesoph doppl cardiac mon
G9187,Bpci home visit
G9188,Beta not given no reason
G9189,Beta pres or already taking
G9190,Medical reason for no beta
G9191,Pt reason for no beta
G9212,Doc of dsm-iv init eval
G9213,No doc of dsm-iv
G9223,Pjp proph ordered cd4 low
G9225,Norsn no foot exam
G9226,3 comp foot exam completed
G9227,"Foa doc, care plan not doc"
G9228,Gc chl syp documented
G9230,Norsn for gc chl syp test
G9231,Doc esrd dia trans preg
G9242,Doc viral load >=200
G9243,Doc viral load <200
G9246,No med visit in 24mo
G9247,1 med visit in 24mo
G9254,Doc pt dischg >2d
G9255,Doc pt dischg <=2d
G9273,Sys<140 and dia<90
G9274,Bp out of nrml limits
G9275,Doc of non tobacco user
G9276,Doc of tobacco user
G9277,Doc daily aspirin or contra
G9278,Doc no daily aspirin
G9279,Pne scrn done doc vac done
G9280,Pne not given norsn
G9281,Pne scrn done doc not ind
G9282,Doc medrsn no histo type
G9283,Hist type doc on report
G9284,No hist type doc on report
G9285,Site not small cell lung ca
G9286,Antibio rx w in 10d of sympt
G9287,No antibio w in 10d of sympt
G9288,Doc medrsn no hist type rpt
G9289,Doc type nsm lung ca
G9290,No doc type nsm lung ca
G9291,Not nsm lung ca
G9292,Medrsn no pt category
G9293,No pt category on report
G9294,Pt cat and thck on report
G9295,Non cutaneous loc
G9296,Doc share dec prior proc
G9297,No doc share dec prior proc
G9298,Eval risk vte card 30d prior
G9299,No eval risk vte card prior
G9305,No interv req for leak
G9306,Interv req for leak
G9307,No ret for surg w in 30d
G9308,Unpl ret or w/compl w/in 30d
G9309,No unplnd hosp readm in 30d
G9310,Unplnd hosp readm in 30d
G9311,No surg site infection
G9312,Surgical site infection
G9313,Amoxic not presc as 1st line
G9314,Norsn not first line amox
G9315,Amox w/wo clav rx
G9316,Doc comm risk calc
G9317,No doc comm risk calc
G9318,Image std nomenclature
G9319,Image not std nomenclature
G9321,Doc count of ct in 12mo
G9322,No doc count of ct in 12mo
G9341,Srch for ct w in 12 mos
G9342,No srch for ct in 12mo norsn
G9344,Sysrsn no dicom srch
G9345,Follow up pulm nod
G9347,No follow up pulm nod norsn
G9351,Doc >1 sinus ct w 90d dx
G9352,Not >1 sinus ct w 90d dx
G9353,Medrsn >1 sinus ct w 90d dx
G9354,1 or no ct sinus w/in 90d dx
G9355,No early ind/delivery
G9356,Early ind/delivery
G9357,Pp eval/edu perf
G9358,Pp eval/edu not perf
G9361,Doc rsn elect c-sec/induct
G9364,Sinus caus bac inx
G9367,>= 2 same hi-rsk med ord
G9368,>= 2 same hi-rsk med not ord
G9380,Off assis eol iss
G9382,No off assis eol
G9383,Recd scrn hcv infec
G9384,Doc med rsn no hcv scrn
G9385,Doc pt reas not rec hcv srn
G9386,Scrn hcv infec not recd
G9393,Ini phq9 >9 remiss <5
G9394,"Dx bipol, death, nhres, hosp"
G9395,Ini phq9 >9 no remiss >=5
G9396,Ini phq9 >9 not assess
G9402,Recd f/u w/in 30d disch
G9403,Doc reas no 30 day f/u
G9404,No 30 day f/u
G9405,Recd f/u w/in 7d dc
G9406,Doc reas no 7d f/u
G9407,No 7d f/u
G9408,Card tamp w/in 30d
G9409,No card tamp e/in 30d
G9410,Admit w/in 180d req remov
G9411,No admit w/in 180d req remov
G9412,Admit w/in 180d req surg rev
G9413,No admit req surg rev
G9414,1dose menig vac btwn 11 & 13
G9415,No 1dose meni vac btwn 11&13
G9416,Pt 1 tdap betw 10-13 yrs
G9417,Pt not 1 tdap betw 10-13 yrs
G9418,Lungcx bx rpt docs class
G9419,Med reas not incl histo type
G9420,Spec site no lung
G9421,Lung cx bx rpt no doc class
G9422,Rpt doc class histo type
G9423,Med reas rpt no histo type
G9424,Site no lung or lung cx
G9425,Spec rpt no doc class histo
G9426,Impr med time edarr pain med
G9427,No impro med time pain med
G9428,Patho rpt incl pt ctg
G9429,Doc med rsn no pt cat
G9430,Spec site no cutaneous
G9431,Patho rpt no pt ctg
G9432,Asth controlled
G9434,Asth not controlled
G9452,Doc med reas no hcv test
G9455,"Abd imag w/us, ct or mri"
G9456,Doc med pt reas no hcc scrn
G9457,Pt no abd img no doc rsn
G9458,Tob user recd cess interv
G9459,Tob non-user
G9460,No tob assess or cess inter
G9468,No recd cortico>=10mg/d >60d
G9470,No rec cortico>60d 1rx 600mg
G9471,W/in 2yr dxa not order
G9473,Chap services at hospice
G9474,Diet counsel at hospice
G9475,Other counselor at hospice
G9476,Volun service at hospice
G9477,Care coord at hospice
G9478,Othe therapist at hospice
G9479,Pharmacist at hospice
G9480,Admission to mccm
G9481,Remote e/m new pt 10mins
G9482,Remote e/m new pt 20mins
G9483,Remote e/m new pt 30mins
G9484,Remote e/m new pt 45mins
G9485,Remote e/m new pt 60mins
G9486,Remote e/m est. pt 10mins
G9487,Remote e/m est. pt 15mins
G9488,Remote e/m est. pt 25mins
G9489,Remote e/m est. pt 40mins
G9490,Cmmi mod home visit
G9497,Rec inst no smoke day surg
G9498,Abx reg prescribed
G9500,Rad expos ind/exp tm doc
G9501,Rad expos ind/exp tm no doc
G9502,Med reas no perf foot exam
G9504,Doc rsn hep b stat not asses
G9505,Abx pres w/in 10 dys of symp
G9507,Doc reas on statin or contra
G9508,Doc pt not on statin
G9509,Adit mdd dys rem 12 mnths
G9510,Remis12m not phq-9 score <5
G9511,Idx evt dte phq>9 doc 12 mo
G9512,Indiv pdc > 0.8
G9513,Indiv pdc not > 0.8
G9514,Req ret or w/in 90d of surg
G9515,"No reas, no ret or w/in 90d"
G9516,Impr vis acuit w/in 90d
G9517,No impr vis acuit w/in 90d
G9518,Doc active inj drug use
G9519,Final ref +/- 1.0 w/in 90d
G9520,Refract not +/- 1.0 w/in 90d
G9521,Er and ip hosp <2 in 12 mos
G9522,Er/ip hosp =/>2 in 12 mos
G9529,Minor blunt trauma w/head ct
G9530,Pt mbht hd ct ord ec prov
G9531,Pt doc
G9533,Indic for head ct not valid
G9537,Img hd clin trial
G9539,Intent pot remv time placemt
G9540,Pt alive 3 mos post proc
G9541,Filter rem 3 mon plmt
G9542,Doc reass appr remo filt 3ms
G9543,Doc 2x re-assess filt remov
G9544,No filt remov w/in 3mos plcm
G9547,Cys ren les or adren
G9548,No f/u rec image study
G9549,Doc med rsn for f/u imag
G9550,Imag rec
G9551,Imag no les
G9552,Inc thyr node <1.0 in rpt
G9553,Prior thyroid dise dx
G9554,Ct/cta/mri/a chst foll rec
G9555,Doc med rsn for follup image
G9556,Ct/cta/mri/a no follup imag
G9557,Ct/cta/mri/a no thyr <1.0cm
G9580,Door to punc time <2hrs
G9582,"Door to punc time >2hr, nrg"
G9593,Low pecarn ped head trauma
G9594,Pt mbht hd ct ord ec prov
G9595,Doc shnt/tum/coag
G9597,No low pecarn ped head traum
G9598,Aor ane 5.5-5.9 cm max diam
G9599,Aor ane >=6.0 cm max diam
G9603,Pt surv improv bsline tx
G9604,Pt surv results not avail
G9605,Surv score no improv w/tx
G9606,Intraop cyst eval trac inj
G9607,Doc med rsn not perf cystosc
G9608,Intraop cyst eval not done
G9609,Doc order anti-plat
G9610,Doc md rsn no antipla
G9611,No doc order anti-plat rng
G9621,Scr unheal etoh w/counsel
G9622,No unheal etoh user
G9624,Pt not scrn or no counseling
G9625,Pt bl srg 30 day pst srg
G9626,Med rsn no rpt bladder inj
G9627,Pt no bl srg 30 day pst srg
G9628,Pt bwli srg 30 day pst srg
G9629,Med rsn no rpt bowel inj
G9630,Pt no bwli srg 30 day srg
G9637,Doc >1 dose reduc tech
G9638,No doc >1 dose reduc tech
G9642,Current smoker
G9643,Elective surgery
G9644,No smok b/4 anes day of surg
G9645,Had smoke b/4 anes day surg
G9646,Pt w/90d mrs 0-2
G9648,Pt w/90d mrs >2
G9649,Psor as doc spc bm
G9651,Psor as doc no spc bm
G9654,Mon anesth care
G9655,Toc tool incl key elem
G9656,Pt trans from anest to pacu
G9658,Toc tool incl elem not used
G9659,>=86y no hx colo ca/rsn scop
G9660,Doc med rsn scope pt >= 86y
G9661,Pt >= 86  w/ hi risk
G9662,Prior dx/active clin ascvd
G9663,Fast/dir ldl >= 190 mg/dl
G9664,Taking statin or rec'd order
G9665,No statin/no order statin
G9674,Pt w/clin ascvd dx
G9675,Pt w/fast/dir lab ldl-c >190
G9676,40-75y w/type 1/2 w/ldl-c rs
G9679,Acute care pneumonia
G9680,Acute care congestive heart
G9681,Acute care chronic obstruct
G9682,Acute care skin infection
G9683,Acute fluid/electro disorder
G9684,Acute care urinary tract inf
G9685,Acute nursing facility care
G9687,Hospice anytime msmt per
G9688,Pt w/hosp anytime msmt per
G9689,Inpt elect carotid intervent
G9690,Pt in hos
G9691,Pt hosp dur msmt period
G9692,Hosp recd by pt dur msmt per
G9693,Pt use hosp during msmt per
G9694,Hosp srv used pt in msmt per
G9695,Long act inhal bronchdil pre
G9696,Med rsn no presc bronchdil
G9698,Sys rsn no presc bronchdil
G9699,Long inhal bronchdil no pres
G9700,Pt is w/hosp during msmt per
G9702,Pt use hosp during msmt per
G9703,Anbx 30 prior to episode
G9704,Ajcc br ca stg i: t1 mic/t1a
G9705,Ajcc br ca stg ib
G9706,Low recur prost ca
G9707,Pt had hosp dur msmt per
G9708,Bilat mast/hx bi /unilat mas
G9709,Hosp srv used pt in msmt per
G9710,Pt prov hosp srv msmt per
G9711,Pt hx tot col or colon ca
G9712,Doc med rsn presc anbx
G9713,Pt use hosp during msmt per
G9714,Pt is w/hosp during msmt per
G9716,Bmi doc onl fup not cmpltd
G9717,Doc pt dx bipol
G9719,Pt not ambul/immob/wc
G9720,Hospice anytime msmt per
G9721,Pt not ambul/immob/wc
G9722,Doc hx renal fail or cr+ >=4
G9723,Hosp recd by pt dur msmt per
G9724,Pt w/doc use anticoag mst yr
G9726,Refused to participate
G9727,Pt unable cmplt lepf prom
G9728,Refused to participate
G9729,Pt unbl cmplt lepf prom
G9730,Refused to participate
G9731,Pt unbl cmplt lepf prom
G9732,Refused to participate
G9733,Pt unbl cmplt lb fs prom
G9734,Refused to participate
G9735,Pt unbl cmplt shld fs prom
G9736,Refused to participate
G9737,Pt unbl cmplt ewh fs prom
G9740,Hosp srv to pt dur msmt per
G9741,Pt w/hosp anytime msmt per
G9744,Pt not eli d/t act dig htn
G9745,Doc rsn no hbp scrn or f/u
G9746,"Mit sten, valve or trans af"
G9751,Pt died w/in 24 mos rpt time
G9752,Urgent surgery
G9753,"Doc no dicom, ct other fac"
G9754,Incid pulm nodule
G9755,Doc med rsn no fllw up
G9756,Surg proc w/silicone oil
G9757,Surg proc w/silicone oil
G9758,Pt in hos
G9760,Pt w/hosp anytime msmt per
G9761,Pt w/hosp anytime msmt per
G9762,Pt had >= 2-3 hpv vaccines
G9763,Pt not have 2-3 hpv vaccines
G9764,Pt treatd w/oral syst or bio
G9765,Doc pat declined therapy
G9766,Cva stroke dx tx transf fac
G9767,Hosp new dx cva consid evst
G9768,Pt w/hosp anytime msmt per
G9769,Bn den 2yr/got ost med/ther
G9770,Perip nerve block
G9771,"Anes end, 1 temp >35.5(95.9)"
G9772,Doc med rsn no temp >= 35.5
G9773,1 bod temp >=35.5
G9775,Recd 2 anti-emet pre/intraop
G9776,Doc med rsn no proph antiem
G9777,Pt no antiemet pre/intraop
G9779,Pts breastfeeding
G9780,Pts dx w/rhabdomyolysis
G9781,Doc rsn no statin
G9782,Hx dx fam/pure hypercholes
G9784,Path/derm prov 2nd biop opin
G9785,Path report sent
G9786,Path report not sent
G9787,Pt alive
G9788,Most rct bp </= 140/90
G9789,"Record bp ip, er, urg/self"
G9790,Most rct bp >/= 140/90
G9791,Most rct tob stat free
G9792,Most rct tob stat not free
G9793,Pt on daily asa/antiplat
G9794,Doc med rsn no daily aspirin
G9795,Pt no daily asa/antiplat
G9796,Pt not currently on statin
G9797,Pt currently on statin
G9805,Pt w/hosp anytime msmt per
G9806,Pt recd cerv cyto/hpv
G9807,Pt no recd cerv cyto/hpv
G9812,Pt died during inpt/30d aft
G9813,Pt not died w/in 30d of proc
G9818,Doc sex activity
G9819,Pt w/hosp anytime msmt per
G9820,Doc chlam scr test w/follow
G9821,No doc chlam scr ts w/follow
G9822,Endo abl proc yr prev ind dt
G9823,Endo smpl/hyst bx res doc
G9824,Endo smpl/hyst bx res no doc
G9830,Her-2 pos
G9831,Ajcc stg brt ca dx ii or iii
G9832,"Brt ca dx i, no t1/t1a/t1b"
G9838,Pt met dis at dx
G9839,Anti-egfr mon anti ther
G9840,Gene testing performed
G9841,Gene testing not performed
G9842,Pt met dis at dx
G9843,Kras or nras gene mutation
G9844,Pt no recd anti-egfr ther
G9845,Pt recd anti-egfr ther
G9846,Pt died from cancer
G9847,Pt recd chemo last 14d life
G9848,Pt no chemo last 14d life
G9858,Pt enroll hospice
G9859,Pt died from cancer
G9860,Pt less 3d hospice
G9861,Pt more than 3d hospice
G9862,Doc rsn no 10 yr follow
G9868,Cmmi asyntelehealth <10min
G9869,Cmmi asyntelehealth 10-20min
G9870,Cmmi asyntelehealth >20min
G9873,1 em core session
G9874,4 em core sessions
G9875,9 em core sessions
G9876,2 em core ms mo 7-9 no wl
G9877,2 em core ms mo 10-12 no wl
G9878,2 em core ms mo 7-9 wl
G9879,2 em core ms mo 10-12 wl
G9880,Em 5 percent wl
G9881,Em 9 percent wl
G9882,2 em ongoing ms mo 13-15 wl
G9883,2 em ongoing ms mo 16-18 wl
G9884,2 em ongoing ms mo 19-21 wl
G9885,2 em ongoing ms mo 22-24 wl
G9886,In-person attendance g code
G9887,Distance learning attendance
G9888,5% wl maintnd from bsline wt
G9890,Em bridge payment
G9891,Em session reporting
G9892,Doc pt rsn no dil mac exam
G9893,No mac exam
G9894,Adr dep thrpy prescribed
G9895,Doc med rsn no adr dep thrpy
G9896,Doc pt rsn no adr dep thrpy
G9897,Pt nt prsc adr dep thrpy rng
G9898,Pt 66+ snp or ltc pos > 90d
G9899,Scrn mam perf rslts doc
G9900,Scrn mam perf rslts not doc
G9901,Pt 66+ snp or ltc pos > 90d
G9902,Pt scrn tbco and id as user
G9903,Pt scrn tbco id as non user
G9905,No pt tbco scrn rng
G9906,Pt recv tbco cess interv
G9908,No pt tbco cess interv rng
G9910,Pt 66+ snp or ltc pos > 90d
G9911,Node neg pre/post syst ther
G9912,Hbv status assesed and int
G9913,No hbv status assesd and int
G9914,Pt initiated anti-tnf agent
G9915,No documntd hbv results rcd
G9916,Funct status past 12 months
G9917,Adv dem crgvr limited
G9918,"No funct stat perf, rsn nos"
G9919,Scrn nd pos nd prov of rec
G9920,Scrning perf and negative
G9921,No or part scrn nd rng or os
G9922,Sfty cncrns scrn nd mit recs
G9923,Safty cncrns scrn and neg
G9925,No scrn prov rsn nos
G9926,Sfty cncrns scrn but no recs
G9928,No warf or fda drug presc
G9929,Trs/rev af
G9930,Com care
G9931,No chad or chad scr 0 or 1
G9938,Pt 66+ snp or ltc pos > 90d
G9939,Same path/derm perf biopsy
G9940,Doc reas no statin therapy
G9943,Bk pn nt msr vas scl pre/pst
G9945,Pt w/cancer scoliosis
G9946,Bk pain no vas
G9949,Leg pain no vas
G9954,Pt >2 rsk fac post-op vomit
G9955,Inhlnt anesth only for induc
G9956,Combo thrpy of >= 2 prophly
G9957,Doc med rsn no combo thrpy
G9958,No combo prohpyl thrp for pt
G9959,Systemic antimicro not presc
G9960,Med rsn sys antimi nt rx
G9961,Systemic antimicro presc
G9962,Embolization doc separatly
G9963,Embolization not doc separat
G9964,Pt recv >=1 well-chld visit
G9965,No well-chld vist recv by pt
G9968,Pt refrd 2 pvdr/spclst in pp
G9969,Pvdr rfrd pt rprt rcvd
G9970,Pvdr rfrd pt no rprt rcvd
G9974,Mac exam perf
G9975,Doc med rsn no dil mac exam
G9978,Remote e/m new pt 10mins
G9979,Remote e/m new pt 20mins
G9980,Remote e/m new pt 30 mins
G9981,Remote e/m new pt 45mins
G9982,Remote e/m new pt 60mins
G9983,Remote e/m est. pt 10mins
G9984,Remote e/m est. pt  15mins
G9985,Remote e/m est. pt 25mins
G9986,Remote e/m est. pt 40mins
G9987,Bpci advanced in home visit
G9988,Pall serv during meas
G9990,No pneum vax admin 19+
G9991,Pneum vax admin 19+
G9992,Pall serv during meas
G9993,Pall serv during meas
G9994,Pall serv during meas
G9996,Doc pt pal or hospice
G9997,Doc pt preg dur msrmt pd
G9998,Doc med rsn <3 colon
G9999,Doc sys rsn <3 colon
H0001,Alcohol and/or drug assess
H0002,Alcohol and/or drug screenin
H0003,Alcohol and/or drug screenin
H0004,Alcohol and/or drug services
H0005,Alcohol and/or drug services
H0006,Alcohol and/or drug services
H0007,Alcohol and/or drug services
H0008,Alcohol and/or drug services
H0009,Alcohol and/or drug services
H0010,Alcohol and/or drug services
H0011,Alcohol and/or drug services
H0012,Alcohol and/or drug services
H0013,Alcohol and/or drug services
H0014,Alcohol and/or drug services
H0015,Alcohol and/or drug services
H0016,Alcohol and/or drug services
H0017,Alcohol and/or drug services
H0018,Alcohol and/or drug services
H0019,Alcohol and/or drug services
H0020,Alcohol and/or drug services
H0021,Alcohol and/or drug training
H0022,Alcohol and/or drug interven
H0023,Alcohol and/or drug outreach
H0024,Alcohol and/or drug preventi
H0025,Alcohol and/or drug preventi
H0026,Alcohol and/or drug preventi
H0027,Alcohol and/or drug preventi
H0028,Alcohol and/or drug preventi
H0029,Alcohol and/or drug preventi
H0030,Alcohol and/or drug hotline
H0031,Mh health assess by non-md
H0032,Mh svc plan dev by non-md
H0033,Oral med adm direct observe
H0034,Med trng & support per 15min
H0035,Mh partial hosp tx under 24h
H0036,Comm psy face-face per 15min
H0037,Comm psy sup tx pgm per diem
H0038,Self-help/peer svc per 15min
H0039,Asser com tx face-face/15min
H0040,Assert comm tx pgm per diem
H0041,Fos c chld non-ther per diem
H0042,Fos c chld non-ther per mon
H0043,"Supported housing, per diem"
H0044,"Supported housing, per month"
H0045,Respite not-in-home per diem
H0046,"Mental health service, nos"
H0047,Alcohol/drug abuse svc nos
H0048,Spec coll non-blood:a/d test
H0049,Alcohol/drug screening
H0050,Alcohol/drug service 15 min
H1000,Prenatal care atrisk assessm
H1001,Antepartum management
H1002,Carecoordination prenatal
H1003,Prenatal at risk education
H1004,Follow up home visit/prental
H1005,Prenatalcare enhanced srv pk
H1010,Nonmed family planning ed
H1011,Family assessment
H2000,Comp multidisipln evaluation
H2001,Rehabilitation program 1/2 d
H2010,Comprehensive med svc 15 min
H2011,"Crisis interven svc, 15 min"
H2012,"Behav hlth day treat, per hr"
H2013,"Psych hlth fac svc, per diem"
H2014,"Skills train and dev, 15 min"
H2015,"Comp comm supp svc, 15 min"
H2016,"Comp comm supp svc, per diem"
H2017,"Psysoc rehab svc, per 15 min"
H2018,"Psysoc rehab svc, per diem"
H2019,"Ther behav svc, per 15 min"
H2020,"Ther behav svc, per diem"
H2021,"Com wrap-around sv, 15 min"
H2022,"Com wrap-around sv, per diem"
H2023,"Supported employ, per 15 min"
H2024,"Supported employ, per diem"
H2025,"Supp maint employ, 15 min"
H2026,"Supp maint employ, per diem"
H2027,"Psychoed svc, per 15 min"
H2028,"Sex offend tx svc, 15 min"
H2029,"Sex offend tx svc, per diem"
H2030,"Mh clubhouse svc, per 15 min"
H2031,"Mh clubhouse svc, per diem"
H2032,"Activity therapy, per 15 min"
H2033,Multisys ther/juvenile 15min
H2034,"A/d halfway house, per diem"
H2035,"A/d tx program, per hour"
H2036,"A/d tx program, per diem"
H2037,"Dev delay prev dp ch, 15 min"
